Name,ID,Instagram,Wikipedia,SpotifyFollowers,MonthlyListeners,Singles,TopTrackPlays,EarliestAlbum,MonthSinceRelease,Albums,AppearsOn,DiscoveredOn
L'wew,707SuRjcpShZXtQ2bGTev1,https://instagram.com/lwew25/,-1,31789,17289,18,436295,-1,-1,0,4,92
MXV,2CGL9R0HbeFEJgZ7b1ShHG,https://instagram.com/mxvdj,-1,923,47561,26,264180,2021-08-18,12,1,44,93
Bkwds,1eXZAs4YGDzfrhDNYHrFiE,-1,-1,622,50461,26,2103713,2019-01-25,43,4,29,92
Quinton Griggs,0ZdLS8EfYknjiTEBHbJt9n,https://instagram.com/QuintonGriggs,-1,28184,51497,3,1524385,-1,-1,0,1,93
Qiuntellii,7z4jd5dG5vdldHa66iHZvS,https://instagram.com/qiuntellii/,-1,4346,189707,11,306783,-1,-1,0,13,93
Roar,7dIpKWlEeAljA20vFJ82RD,https://instagram.com/roartheband,-1,409995,3688836,2,309957121,2016-03-27,77,3,10,92
gulu gulu,7IS31MnxPnYaDKlFRZ3pdt,https://instagram.com/gulu_gulu_band,-1,20758,27914,10,615747,-1,-1,0,0,0
Fynesse Banks,7rPOtlvBksBMqmO9i8RCA9,https://instagram.com/fynesse_banks/,-1,316,381,6,51792,-1,-1,0,1,0
Yisa Yu,75CM5fojYdKYD0xYSFh22Z,https://instagram.com/yisayu1023,-1,198441,521809,45,32640198,2008-01-01,175,11,51,91
DJ Qhelfin,0T37oFURTpkWoGcWHjEcbR,-1,-1,15596,38476,60,2665511,2021-01-22,19,1,0,93
Esbjörn Svensson Trio,3HJzLaMbS0jMabxS3wttGk,-1,-1,115036,292016,0,44856626,2003-09-22,227,18,22,90
YKARE,1p9c4UC7cX15y830hNHwm1,https://instagram.com/ykaretheworld/,-1,547,4920,9,118743,-1,-1,0,1,63
Los Ribereños de Cd. Juarez,3W4NcTC75qdgkJpxOSXwm0,-1,-1,972,8333,0,109706,2000-12-30,260,4,3,21
YP4AM,7MLBHuemahh16KggpxkHK2,-1,-1,3241,10955,6,313659,-1,-1,0,1,94
Iiro Rantala,5dP0K6UFJq6UOewk4qIKmL,-1,https://en.wikipedia.org/wiki/Iiro_Rantala,11316,144115,2,3080530,2015-04-24,88,17,36,91
OoOo,3g1lnUW8xnEPCO60kORskb,https://instagram.com/oooo_ornette,-1,16899,95479,10,1167985,2022-02-24,6,1,34,94
N'shai Iman,2AZ9f5iFR5YiuZFOFFR8BI,https://instagram.com/Nshaiiman,-1,3309,40615,5,579749,2021-05-28,15,1,8,95
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,https://instagram.com/oliverheldens,https://en.wikipedia.org/wiki/Oliver_Heldens,962731,9234795,110,324979883,2015-05-05,87,1,137,92
F3RGUSON,5kY5wiAtwM7ZWATzkECiWY,-1,-1,276,17104,6,104852,-1,-1,0,0,4
Deakin XD,1eaZr8i51tqXm5t8bPjKuj,https://instagram.com/deakin_xd/,-1,507,20758,7,894744,-1,-1,0,6,91
YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,https://instagram.com/nba_youngboy,https://en.wikipedia.org/wiki/YoungBoy_Never_Broke_Again,9385059,16970855,52,734797117,2020-11-13,21,26,564,91
CTB Nick,2NloCVVQQ8PYzQyPnY9MGk,-1,-1,745,2289,3,471581,-1,-1,0,1,2
C-Dot 416,1rP2X9nvJrBjsO3umLS7Vb,https://instagram.com/cdot_416,-1,6858,116419,29,4574489,2017-12-25,56,2,5,91
Naoshi Mizuta,7EcpyneWBtxsJ9dyYrFrZe,-1,-1,4314,57065,0,881122,2004-09-23,215,4,17,92
B3RROR,5ZPOTkvjvSGqj6F8JTqd8m,https://instagram.com/b3rror/,-1,3608,61785,14,1761495,-1,-1,0,6,89
Futurebirds,4Ait1vX2ZaWPrkua8Z664O,https://instagram.com/futurebirds,-1,42448,289328,20,13888261,2010-07-27,145,6,1,89
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,-1,-1,1810038,5405669,20,333424736,2008-01-29,175,4,4,90
Fbg Cash,1UI0TFO1Vt3fOcIhgoO2f1,-1,-1,2424,11930,12,243802,2021-01-15,19,1,15,97
The Axis of Awesome,1oKEwFVWeM8KoMK8p5pOoe,-1,-1,39763,158781,4,28560729,2008-01-02,175,7,1,88
Ursine Vulpine,3gAl49dGPSIUbkWbSJyIBs,https://instagram.com/fredericklloyd,https://en.wikipedia.org/wiki/Frederick_Lloyd_(director),27802,197735,10,19185920,2017-07-17,61,1,1,90
Uyên Linh,2KUMXzsDcJqXZW0CRh07zP,-1,-1,158175,148088,15,5936355,2021-04-29,16,3,7,91
"Victor Yturbe ""El Piruli""",288DN4mD1eyvKyVz8So3HB,-1,-1,51116,708997,0,16902295,1983-01-01,475,15,20,90
SSGKobe,1NHCwCMqV9oNQJXl16IltL,https://instagram.com/ssgkobe,-1,190765,1179795,21,32685869,-1,-1,0,105,92
L.Dre,6gWGD0yeQYobb2sq0LUr7k,https://instagram.com/ldrethegiant,-1,157864,908827,75,39031214,2018-11-17,45,8,26,93
Drew Green,7xZTozOYTK6YKaxcQxeBdP,https://instagram.com/drewgreen,-1,26831,1540895,11,20498266,-1,-1,0,0,92
PYLOT,3ZLe7OttXFn3JOPVZ9Vrr0,https://instagram.com/iampylot,-1,49867,256051,23,6951097,-1,-1,0,13,92
Tlapehuala Show,0mQThw8KwrMRKMwxEKvwsS,-1,-1,3319,14593,14,212951,2018-12-13,44,30,8,81
Valen Hsu,0iW8EYj3iP2gpO5eU2Pvta,https://instagram.com/valenh,-1,108999,262218,6,9072621,2001-01-01,259,20,25,92
UU,604cCmc2q5yBfMAWoGI4pY,https://instagram.com/uuondatrack,-1,1325,151,8,62098,-1,-1,0,10,3
Jukkis Uotila,0RVIjBy5V2f953YUmsSJ1X,-1,-1,111,681,1,53839,1984-12-30,452,6,7,8
Drive-By Truckers,1rXr1ZnvbRoYBaedIl9v4v,https://instagram.com/dbtrockshow,https://en.wikipedia.org/wiki/Drive-By_Truckers,186665,758470,5,17643686,2011-04-02,136,20,9,87
United Pursuit,4YCpRzudpG6AeE0IvCjiGo,https://instagram.com/unitedpursuit,https://en.wikipedia.org/wiki/United_Pursuit,231106,638440,9,35770678,2014-02-25,102,15,2,92
Dg Bandz,77PzYQkgjXkLFCzj1hIk18,-1,-1,1290,42,18,35446,2018-05-11,51,2,0,0
Gvano,0koudnTW4GW7uJY9ekOnUF,https://instagram.com/gvano_,-1,1838,19449,31,509803,2019-09-12,35,1,1,87
50 Cent,3q7HBObVc0L8jNeTe5Gofh,-1,-1,9299582,26029636,41,903683952,2003-02-06,234,7,305,91
Pyramid,3aSTe6gzR3XChH1wcLfhmD,https://instagram.com/pyramidhall,-1,40743,246529,21,25346965,2021-11-12,9,1,32,87
szn.wav,4GxdBUgcAmvR6Kh6juHTu6,-1,-1,220,27438,20,58259,2019-07-18,37,12,9,24
JXL,2GyakhIO8twSgCnUFfCzTN,-1,-1,418,670128,1,149049676,-1,-1,0,10,92
Ztarve,1EdrR4VFWK1m5SGhiitsy6,https://instagram.com/ztarve,-1,1294,27210,20,1550687,2017-11-17,57,3,12,92
Shigeru Umebayashi,2YF8oM4cDvaP7tCpe4KQvi,-1,-1,37631,320301,3,17311498,1986-12-30,428,10,14,93
ZODIVK,6nTTVtUnmZWlPju0qzX7Or,https://instagram.com/_zodivk_/,-1,8825,1221282,11,20568035,-1,-1,0,0,94
Jay Wheeler,2cPqdH7XMvwaBJEVjheH8g,https://instagram.com/jaywheelerpr?utm_medium=copy_link,-1,2720027,16413153,76,705753221,2019-11-27,33,5,84,93
ego apartment,20SNDAIdUW3fjTA14UvSj4,https://instagram.com/egoapartment?utm_medium=copy_link,-1,10939,220052,10,1149596,2022-06-01,2,1,0,94
Czarina Frost,3iidbcDBg4BOBD5a927q0Q,https://instagram.com/dillanwitherow,-1,609,84764,35,1508627,-1,-1,0,3,95
Lalo Schifrin,39iHRO9MH9To3gjW7wqaW1,-1,-1,40332,243000,9,4374491,2009-06-05,158,79,150,93
X玖少年團,6fRqcD2sUv3tF0fDgGezAK,-1,-1,11986,10214,2,976495,-1,-1,0,1,93
Qxó,10xI4sAbuG9KrQDe0Bwrh8,-1,-1,3283,11573,10,550657,2018-04-19,52,1,8,92
L.R. Davidson,53JC4KLLFed74Lvn35wsSr,-1,-1,73,12501,0,290903,-1,-1,0,1,95
GORDÃO DO PC,34BnNmWVguXa3CigvfHJHS,https://instagram.com/djgordaodopc,-1,102548,1032931,44,21446975,-1,-1,0,14,94
Terence Lam,3tvtGR8HzMHDbkLeZrFiBI,https://instagram.com/terencelam0903,https://zh.wikipedia.org/wiki/%E6%9E%97%E5%AE%B6%E8%AC%99,110214,306277,19,14466287,2020-10-01,22,2,6,92
Ruki Vverh!,0T6ncGHAiGQ4LhbiUJAasn,-1,-1,848502,467755,14,14663204,1997-09-15,299,11,10,91
AcesToAces,5jUNfG1LEuOJnesLjHDUsr,https://instagram.com/acestoaces,-1,21390,317056,6,26130622,-1,-1,0,1,93
Fox Stevenson,2BQWHuvxG4kMYnfghdaCIy,https://instagram.com/foxstevenson,https://en.wikipedia.org/wiki/Fox_Stevenson,200024,1029152,56,26112694,2019-10-18,34,1,43,90
Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,https://instagram.com/breakingbenjamin,https://en.wikipedia.org/wiki/Breaking_Benjamin,4093950,5208032,6,418903685,2002-01-01,247,8,50,88
Flatbush Zombies,1dqGS5sT6PE2wEvP1gROZC,https://instagram.com/flatbushzombies,https://en.wikipedia.org/wiki/Flatbush_Zombies,1131559,1311324,17,62529315,2016-03-11,77,3,26,88
EOMALLZ,3g7v9CrWdtPiG5TKX8qHGk,-1,-1,9,7326,5,61932,-1,-1,0,0,1
The Expendables,2OpHxx1SArSMlBrIMM0aV9,https://instagram.com/theexpendables/,https://wikipedia.org/wiki/The_Expendables_(American_band),215256,615199,22,64486244,2001-01-02,259,10,8,87
Arden Jones,3mMogqf2JyBUQZxFZlC79w,https://instagram.com/ardenjones,-1,90968,1440901,13,17178157,-1,-1,0,0,93
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,-1,-1,12043530,21552372,53,753733771,2018-07-13,49,66,251,92
Banda Sinaloense MM,6fgCB45zXDURhJVchnPA0S,-1,-1,53988,209033,5,3797446,2005-03-20,209,47,3,95
Lj the Messenger,1wxZ1Mv6pAQbaqh30Nq6hB,https://instagram.com/ljthemessenger/,-1,419,22973,6,83143,2022-04-15,4,1,0,94
MSA PG,5zXkk2K7dQaO1haQxYzd2M,https://instagram.com/pg1of1,-1,1697,680,2,75348,2018-09-27,47,4,11,5
Keith Power,1CY3FNIK3p5bqE0NYiFMi8,-1,-1,13707,261310,4,25181797,2016-04-15,76,2,1,91
KC Rebell,5p7mWeX4RlvqBCxylfiXdE,https://instagram.com/kcrebell/,https://de.wikipedia.org/wiki/KC_Rebell,1156501,2050935,30,94358244,2012-06-01,122,11,62,87
ZCR,3VxzuXHpnnrq7pbNnIYyLa,https://instagram.com/zcrmadeit,-1,948,40145,35,1130339,-1,-1,0,8,93
Arijit Singh,4YRxDV8wJFPHPTeXepOstw,-1,-1,55119834,21444251,187,152083052,2015-09-13,83,16,686,93
KB Mike,6dGMlf9UbIdCyLvUiAS4yY,https://instagram.com/kbmikee_,-1,60959,492347,20,11515850,2022-06-17,2,1,7,93
7oh2,4YlEogA5055pLDnRxXUXSm,https://instagram.com/prod7oh2,-1,33152,924188,22,23652209,2020-08-31,24,1,0,95
GG7ACIER,36F2cHwiBqFhK5lZ8IdF3k,-1,-1,76,14038,10,994637,-1,-1,0,0,95
Ppgm,3hMk65RGOaKjdrkKjqF8Cb,https://instagram.com/ppgangmafia/,-1,5,356,4,33143,-1,-1,0,0,0
Andy Grammer,2oX42qP5ineK3hrhBECLmj,https://instagram.com/andygrammer,https://en.wikipedia.org/wiki/Andy_Grammer,1082425,10006924,28,424235097,2011-06-14,134,4,23,90
Kverz,4w05pGVFXfflJIWr4oCSR2,https://instagram.com/kverzmusic/,-1,74,191185,5,1164557,-1,-1,0,0,95
Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,https://instagram.com/gusttavolima/?hl=pt-br,-1,16780221,9806531,52,172100101,2012-11-20,117,13,273,93
RGT,0sn8pg4zUPBkoH2STPRMC9,https://instagram.com/rgtmusic,-1,123,12575,5,81862,2014-06-27,98,7,11,37
JXN,571VxoWCBMPacek7MmocqU,https://instagram.com/jxn_,https://en.wikipedia.org/wiki/JXN_(musician),10213,196570,17,7802127,-1,-1,0,1,90
KUČKA,6JcD2YKEhgimweLpUI0NEw,https://instagram.com/iamkucka,-1,37860,405459,20,17088586,2015-08-14,84,2,30,91
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,https://instagram.com/fallinginreverse,https://en.wikipedia.org/wiki/Falling_in_Reverse,2164147,4663501,11,198102328,2011-07-26,133,4,2,87
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,-1,-1,4067322,33125762,25,1076413841,2006-07-25,193,3,1277,94
Mvdk,4o7tRo120tjPGqAVvh15uH,https://instagram.com/mvdkbeats,-1,449,203360,15,4317445,-1,-1,0,1,94
Hippo Campus,1btWGBz4Uu1HozTwb2Lm8A,https://instagram.com/thehalocline/,https://en.wikipedia.org/wiki/Hippo_Campus,543887,2604922,23,98503423,2017-02-24,66,5,1,89
CTG Day Day,5zrUF0qMUqpsfIHlJcp0PB,-1,-1,1339,8075,7,270879,2022-08-14,0,1,9,67
Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,https://instagram.com/ricky_martin,https://en.wikipedia.org/wiki/Ricky_Martin,6741752,15229778,40,524665887,2000-12-30,260,15,222,93
CQUENZ,6hpV8D3kC2nG8y2xqghdtU,https://instagram.com/djcquenz,-1,88,442,20,55281,-1,-1,0,14,0
BTOB,2hcsKca6hCfFMwwdbFvenJ,-1,-1,1386215,849504,40,45494314,2012-05-23,123,5,8,90
Sepehr Khalse,2SFwcduI9cdZsG6UxnBm3C,https://instagram.com/khodekhalse,-1,210108,130864,58,2148363,2016-12-23,68,3,42,93
aivi & surasshu,4sIyCz2Qurt0THKPlhYpgb,-1,-1,18546,247710,1,7038445,2013-03-08,113,7,2,93
Slightly Stoopid,6MxlVTY6PmY8Nyn16fvxtb,https://instagram.com/slightlystoopid,https://en.wikipedia.org/wiki/Slightly_Stoopid,630412,2355480,25,89909285,1998-05-01,291,11,51,87
The Wreckers,2jI32eTOcSx2bn1MGgRyei,-1,-1,88252,397028,2,27642851,2006-12-30,188,2,110,89
Vico C,0GutRVONcyyBj1WduodFc6,-1,-1,93648,2284293,6,79086297,2003-06-17,230,23,399,92
Shaparder and LRX,1SsFfCOOgTpmYk78W7PMtz,-1,-1,115,27609,0,4074405,-1,-1,0,1,89
EVAN GIIA,0D6BtvIkN3P9GHTa8KR24t,https://instagram.com/evangiia,-1,27823,2120466,34,35110436,-1,-1,0,28,92
BWB,3a6l5qcDjvTGpvBXmBYz3e,-1,-1,4402,30161,1,1186636,2002-12-30,236,2,11,91
Scotty LVX,4NQl9YdUnKpUKTYqgoKK7j,https://instagram.com/scottylvx/,-1,2425,121013,8,5060970,2018-10-26,46,1,4,93
NseeB,58o8gC55d5XSsI2MlTZ3M5,https://instagram.com/Nseeb604,-1,101808,351717,35,1955044,2020-08-25,24,1,11,92
XTC,2qT62DYO8Ajb276vUJmvhz,-1,-1,272042,923121,1,43066423,1978-10-06,526,11,34,87
UCB,65mylvvz3Onn8ZsFQoitfv,-1,-1,933,509,3,34965,-1,-1,0,3,3
Moke Boy,658HaCtz0lmOGTs1lBaoTj,-1,-1,585,3946,0,539330,-1,-1,0,1,87
You vs Yesterday,1PxE1tqEDHBQMGsV1K7Dwu,https://instagram.com/youvsyesterday,-1,10618,36395,11,1425779,2020-11-20,21,1,0,88
k.d. lang,6W1BHDF0T4a4KYcSwzD586,-1,-1,326983,695188,5,38856509,2002-11-02,237,17,61,89
Dq4equis,69GTqx4ERyVWk5WPqPYYdl,-1,-1,2419,34069,15,384741,2019-04-20,40,3,11,91
Ruby Ibarra,5y1a3x8WQZLTsmLPowFnkj,https://instagram.com/rubyibarra,https://en.wikipedia.org/wiki/Ruby_Ibarra,24965,26157,5,1364390,2017-10-03,58,1,16,89
qifi,60bdHQydiN3wp3tlp9xP1K,-1,-1,381,29127,9,646185,-1,-1,0,0,95
ANAVITÓRIA,1sPg5EHuQXTMElpZ4iUgXe,https://instagram.com/anavitoria,-1,6424859,3587521,17,171792405,2016-08-18,72,4,380,91
2 LIVE CREW,58Dx4HPzeOO3dbpD9YYEes,-1,-1,425150,574914,22,22116786,1998-03-17,293,32,31,90
Keith Urban,0u2FHSq3ln94y5Q57xazwf,https://instagram.com/keithurban,https://en.wikipedia.org/wiki/Keith_Urban,4802070,8040983,25,242107638,2004-01-01,223,13,95,91
LovesLani,5kF3VpXFgPOXXUf54j1R0t,-1,-1,237,251412,9,2590960,-1,-1,0,0,94
CJ SO COOL,5OMlRJge7yQQFFTlioshta,-1,-1,67356,17468,10,1207155,-1,-1,0,6,82
Rema,46pWGuE3dSwY3bMMXGBvVS,https://instagram.com/heisrema,https://en.wikipedia.org/wiki/Rema_(Nigerian_musician),941974,9536531,43,89391441,2022-03-24,5,1,78,93
Local Natives,75dQReiBOHN37fQgWQrIAJ,https://instagram.com/localnatives,https://en.wikipedia.org/wiki/Local_Natives,609186,2338257,31,110496209,2010-02-16,150,6,67,88
Wardruna,0NJ6wlOAsAJ1PN4VRdTPKA,https://instagram.com/wardruna,-1,541534,548474,11,33391925,2009-01-19,163,6,0,92
Ray Wylie Hubbard,4gQ8biCMcMrOuBdJx639Q0,https://instagram.com/raywylie/,-1,99597,378368,5,10485141,2001-01-01,259,15,32,88
xsm0k3,5hg9q3aS60ht3XMYZmQUMq,-1,-1,2,3039,1,36045,-1,-1,0,0,0
Dj GBR,0IhzJFf4QBEz0ifqLwScKV,https://instagram.com/djgbroficial/,-1,117045,2299390,24,135442047,-1,-1,0,4,94
XYK east,1W0DuOKAU4Lq9Ke0dj1bds,-1,-1,10,67368,1,3440549,-1,-1,0,0,18
DLOW,2wr9il91kGyzsfs4ypVr02,https://instagram.com/iamdlow,https://wikipedia.org/wiki/DLow,28257,52900,17,37865401,-1,-1,0,32,88
DPR CREAM,7bPplWv4cZ1q26UY2Wmcvw,-1,-1,68490,202813,3,4314959,2020-06-18,26,1,0,93
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,https://instagram.com/gunna,https://en.wikipedia.org/wiki/Gunna_(rapper),4531167,24938289,54,1070149315,2017-05-11,63,11,596,91
Mr Hudson,1zV9UjTUevjp5VUddqIUUn,https://instagram.com/mrhudson,https://en.wikipedia.org/wiki/Mr_Hudson,24311,172346,11,95933003,2006-01-01,199,3,27,86
CCV Kids,4xMgedPA3UohlDCDw2VvlH,https://instagram.com/ccvonline,-1,498,1161,4,20079,2016-09-23,71,1,0,42
IX Fall$,2dSovjwYl3QCrqyppFIovD,https://instagram.com/ixfalls,-1,1105,20944,22,52580,-1,-1,0,0,94
XV,0bLmm8afVAt8Vb5nhPsx1B,-1,-1,39251,42108,8,4657375,2015-05-18,87,4,0,87
Wstdyth,473j1XbDfmy2WVVbAWs2JC,https://instagram.com/wstdyth001,-1,3572,12540,61,255100,2020-07-24,25,3,62,92
Nk Profeta,1vLPW52pGIXKKkcmKivXo5,-1,https://es.wikipedia.org/wiki/nk_profeta,18726,53897,30,988296,2009-03-06,161,11,19,91
Dizzy Wright,1LrWZc2qPhRCHyr6XtpBxq,https://instagram.com/dizzyhippy,https://en.wikipedia.org/wiki/Dizzy_Wright,456422,751550,85,45535802,2016-02-05,78,17,279,86
FTR Melo,3GyegdrxoD7f1L8n9sLoKe,-1,-1,146,22819,15,440129,-1,-1,0,0,94
Pyrex Pryce,7HkRWn9KQavVjW2lCTGi3K,https://instagram.com/pyrexpryce,-1,8785,113020,12,3228744,-1,-1,0,3,92
IDER,2LOwKJMjuv7VsprtYaFzl0,https://instagram.com/we.are.ider,-1,43586,230534,24,19409886,2019-07-19,37,2,4,89
Afrojack,4D75GcNG95ebPtNvoNVXhz,https://instagram.com/afrojack,-1,3890161,9525348,186,151096783,2010-12-21,140,5,414,94
Yzkk,25KaeIB4BrH1WpOG5dIV0n,-1,-1,6921,92548,28,9174147,2021-10-27,10,1,10,94
7 FN,2WCZf5WfnIcRQnyb0rVJw6,-1,-1,2216,124632,6,21933984,-1,-1,0,0,92
Glen Hansard,3Caot8EtHX6wLpNF2wRzS0,https://instagram.com/glenhansard,https://en.wikipedia.org/wiki/Glen_Hansard,308943,1231919,13,99889791,2006-08-22,192,7,50,89
FNF Chop,2jg1MyFUxojR6GG4wfByU3,-1,-1,7446,59960,11,7287667,2022-04-28,4,1,15,94
Lord Lhus,5sXo36Ivn6szSt3INzomqC,https://instagram.com/lhusraps,-1,5132,29360,9,1421937,2013-02-25,114,4,44,91
Ayushmann Khurrana,7qHsapL39aTQsPhixtzVvy,-1,-1,3149965,3536501,43,70518457,2013-08-06,108,4,41,92
PC,3HD3V1nGFPwepBO7064Ij0,https://instagram.com/Peacefeelingsoundz/,-1,35885,247141,23,6669669,-1,-1,0,18,93
G Curtis,5kXFGisUTEE54i06rrXhJE,-1,-1,1021,5625,10,1488005,2011-08-02,132,1,52,55
Musical Youth,2CuzDPkRD6BJBvdWqCrt2I,-1,-1,58181,6658479,11,133323783,1994-02-28,342,2,125,94
Ortizproductionsllc,5cLiSknQ31mWtGtyJG1gqw,-1,-1,254,4526,8,364940,-1,-1,0,0,6
Zach Williams,6g10GEtmIVqIQBhPZh4ScQ,https://instagram.com/zachwilliamsmusic,https://en.wikipedia.org/wiki/Zach_Williams_(musician),254415,1279914,12,52603799,2017-09-15,59,4,9,92
Kansas,2hl0xAkS2AIRAu23TVMBG1,https://instagram.com/kansasband,https://en.wikipedia.org/wiki/Kansas_(band),1262361,7444576,4,480021557,1995-05-29,327,23,26,93
Veronika Redd,6kuFWCCvd7bWB1PV0tJMN2,https://instagram.com/veronika.redd,-1,2448,29060,2,74178,-1,-1,0,12,93
Estelle,5T0MSzX9RC5NA6gAI6irSn,https://instagram.com/estelledarlings,https://en.wikipedia.org/wiki/Estelle_(musician),243018,4963763,34,527153105,2004-10-18,214,6,112,91
Blessd,1TA5sGRlKUJXBN4ZyJuDIX,https://instagram.com/blessd,-1,1006299,10466247,40,295020536,2021-10-27,10,1,17,96
Bando Gz,7yFeIyZWWftVpx9huDIxvh,-1,-1,2276,209393,3,6921753,-1,-1,0,2,94
Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,https://instagram.com/robin__schulz/,https://de.wikipedia.org/wiki/Robin_Schulz,2962999,23683067,95,1001016689,2014-09-19,95,4,232,92
dj Shawny,6d88nPjQLpyxi8vH3wgkrx,https://instagram.com/djshawny,-1,10526,1308956,28,22153769,2018-06-15,50,1,6,94
The Ghost of Paul Revere,30fXKjFrJ6I9tfwia1ZZMG,https://instagram.com/ghostofpaulrevere,-1,42010,533116,7,7233118,2014-01-14,103,6,0,91
ND Kobi',65vpTU1WPlaRYEX5UKTfrl,https://instagram.com/ndkobi?utm_medium=copy_link,-1,15964,186756,40,1253252,2022-03-05,5,1,11,93
Dylan Marlowe,0ZZLr8EH3aNFzYpXtaTIax,https://instagram.com/dylanmarlowemusic,-1,18711,1103638,7,10827762,-1,-1,0,0,94
Ian Taylor,3PcJZgZUPsEuj5JFFySrmn,-1,-1,5135,82811,0,3500337,2018-09-14,47,8,9,92
CK Diamond,7ulN89i8MqVrhOAxLJLcJR,https://instagram.com/ck.diamond_,-1,341,13456,24,143041,2020-07-10,25,1,3,29
J.Q,1X4zyU8uWrGypyUAIGytwM,-1,-1,143,12,13,31381,-1,-1,0,6,0
The C!rcle,0O2a7rwD6h8c5atrT84A5F,-1,-1,1839,46928,12,2274041,2019-08-08,36,1,0,93
Q'Aila,5NbLht1MNVM19gY3OIBDwK,-1,-1,3345,8021,16,639901,-1,-1,0,106,72
Mehdi Yz,2BEMYnNYVY6FScCvRaw1J6,https://instagram.com/mehdiyz135/,-1,180957,147972,30,5085882,2021-03-26,17,2,18,90
Henry Smith,5M86PSFFaRNTKidvlgHDEE,-1,-1,9387,425317,3,9868845,2018-04-23,52,8,2,93
DaniLeigh,0XIKGBo9PnK1ApI5tZA60d,https://instagram.com/iamdanileigh,-1,1019082,3329882,21,218136983,2017-09-08,59,4,84,91
TTD Dub,0iYvin8MS4slWl5TcWQsWc,https://instagram.com/ttd_dub/,-1,318,817,6,68726,2019-07-10,37,2,1,2
D Generation,31qpG7j9WcUDUKzYRY7SVi,-1,-1,3905,5804,3,668824,1996-07-16,313,2,1,50
Maaya Uchida,4hJl41jTq14yNuc1f3bLe6,https://instagram.com/uchidamaayataso/,https://ja.wikipedia.org/wiki/%E5%86%85%E7%94%B0%E7%9C%9F%E7%A4%BC,87717,83384,19,3233395,2017-11-01,57,3,6,91
Mjhanks,6Efw3k51CSEQAcUTOp6OXc,-1,-1,21343,142751,8,6858281,2020-02-29,30,1,0,94
Dxvn.,3UzhllIYKcLay5xslYF85U,https://instagram.com/dxvn.world,-1,11632,339518,19,3457182,-1,-1,0,1,93
sykoman,342GicfLWQXXutLBFWwJaa,-1,-1,1691,957000,5,21060958,-1,-1,0,0,95
Zyboy忠宇,3h4uuUGFRCUSwg8XqIjR2J,-1,-1,873,95587,7,1263946,-1,-1,0,0,94
CNTRL,0H5vSlhlNVkQu5GCGCuooS,https://instagram.com/cntrltheartist,-1,1095,18107,19,697298,2022-01-14,7,1,0,69
WBBL,7l7V3eRuVdb9nVNOhmwXW3,-1,-1,59,1806,1,114131,-1,-1,0,1,16
NEIKED,5H6xmHXjsq98NLbEjuE29f,https://instagram.com/NEIKED,-1,119118,10122216,23,383755273,2019-03-29,41,1,248,95
Kreepa,6XUob2lASlLLaavOTAw9Vb,-1,-1,8318,332920,28,34767819,2020-01-18,31,21,18,93
Guapdad 4000,0NcPKaSNIHAM2RfioH9vMT,https://instagram.com/GUAPDAD4000,-1,106749,1186461,63,28030249,2017-12-08,56,4,101,91
SEKAI NO OWARI,7HwzlRPa9Ad0I8rK0FPzzK,-1,https://ja.wikipedia.org/wiki/SEKAI_NO_OWARI,1687769,2530337,12,40928135,2017-09-15,59,4,4,92
Junior H,7Gi6gjaWy3DxyilpF1a8Is,https://instagram.com/Juniorh_oficial_,-1,3391025,10093940,14,210962400,2019-05-31,39,9,25,94
Rzee,0JDjRH8br9CkytJV93g1Et,-1,-1,2558,84281,8,1825586,-1,-1,0,14,91
Z.J.,0DbiuMb5KGlb9RUzH2QtAY,-1,-1,753,612,11,179448,2017-09-09,59,4,2,4
Omy de Oro,65jIUih0ZeTUJhSTRuYxpi,https://instagram.com/omydeoro,-1,200160,2067368,44,29084189,2020-10-09,22,1,35,93
Jyve V,4GsI7bDuMpELA5qOzDMxKy,-1,-1,2343,75189,0,1958275,2000-01-01,271,2,0,90
Kartel De Las Calles,35ljVFZsrwKC0Euug5l1Va,-1,-1,103187,76514,1,1677239,2009-12-30,152,3,5,92
Nu Aspect,4NhRml5ZOfNaYJAHUE0XwT,https://instagram.com/nuaspect,-1,9074,1958455,11,17763595,-1,-1,0,11,93
R.K.M.,1g9s0VQvScNH2eh7JCbzUu,-1,-1,1178,47495,14,946606,-1,-1,0,10,89
ZKT1 TRIBU,5lU8pGcPYGbSRxuCi5wDWI,-1,-1,640,4100,30,48624,2021-02-05,18,4,1,33
xmxtoon,19yU1mDfHim6ziKP6po5Pi,https://instagram.com/mxmtoon,-1,1403,49831,1,289780,2022-07-08,1,2,0,95
