Name,ID,Instagram,Wikipedia,SpotifyFollowers,MonthlyListeners,Singles,TopTrackPlays,EarliestAlbum,MonthSinceRelease,Albums,AppearsOn,DiscoveredOn
ShataQS,5xlqfXGTn6kq5lRVh3bRN4,-1,-1,7496,22222,1,1105891,2015-03-18,89,2,4,93
qwentyme,1qIbpNiwAtiOTJMvkAQ9dG,-1,-1,10,22,4,71238,-1,-1,0,10,1
Rhymastic,0gGd4WhPXBSgDX6fdOHcOw,-1,https://vi.wikipedia.org/wiki/Rhymastic,451835,541439,26,17088692,-1,-1,0,16,91
BPRTS,37oLcPpZmGMirasruONASH,https://instagram.com/bprtsmusic,-1,36,13465,1,32928,-1,-1,0,1,38
Nnelg,7bbzOJyYWRp0cef7NpIClP,https://instagram.com/yungnnelg,-1,14894,205428,17,8046346,2014-12-16,92,6,53,88
Uel_b,0tKatwpCIrW0xYqGJhcVYC,https://instagram.com/bluebeatandsound,-1,34,17642,6,35914,-1,-1,0,0,1
The Lone Bellow,7JFtD8KnbAADBBDleIMuH7,-1,-1,84456,475817,22,13463590,2013-01-22,115,6,8,87
DSharp,1K6X8F328epAW1o79YPYz6,https://instagram.com/whoisdsharp,-1,24047,52311,21,14545719,2019-08-01,36,2,42,92
CHA NI (SF9),3lrh60OfdaOmmHPQ15wHx8,-1,-1,30257,164124,1,17205126,-1,-1,0,1,94
gP.,5JnhpVDLPQvqXRV9Hk0wvt,https://instagram.com/gpisreal,-1,2479,23519,13,1392945,2017-04-28,64,1,1,91
HBK Ronny,5Eylweuh0vlzsaAaUPtAHC,-1,-1,520,27048,16,427838,-1,-1,0,16,94
J Moss,6sj6FGLblnVfktDZPaydWP,-1,-1,71246,110121,9,8529019,2004-10-12,214,5,41,90
Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i,https://instagram.com/alyandaj,https://en.wikipedia.org/wiki/Aly_%26_AJ,592714,3025052,27,128977039,2005-01-01,211,7,88,91
ATLiens,74RET4rCZPTGzhsLjD0i3g,https://instagram.com/atliensofficial,-1,62951,301857,25,2794136,2017-08-02,60,3,16,92
Princess Nokia,6lay1nwbE6hTx1jivysUAL,https://instagram.com/princessnokia,-1,555475,3891425,17,227789084,2017-09-08,59,4,128,93
Lil Gotti Ferrari,4vJ3COeTc6FkBq37JHYmtC,-1,-1,950,29095,5,112989,2022-03-04,5,2,1,94
MG. Kelly,1lQgHrOYFYF9kOc9C8TLzW,-1,-1,682,52448,1,1017188,-1,-1,0,0,94
Varials,6EFV3PmaXblKwNbvpkGv9l,https://instagram.com/VarialsPA,-1,62460,215923,4,3802512,2015-11-06,81,3,1,91
Sinne Eeg,20qKLdeJMj9d5RUHe37Izw,https://instagram.com/sinne_eeg,-1,10746,168177,5,7988144,2008-04-07,172,12,15,89
Boom Mbappe,7uLPNP0X5VwyZUesxZv9s7,https://instagram.com/boommbappe,-1,22,107153,4,378675,-1,-1,0,0,77
Periphery,6d24kC5fxHFOSEAmjQPPhc,https://instagram.com/periphery,https://en.wikipedia.org/wiki/Periphery_(band),410121,369791,4,17163551,2010-04-20,148,9,10,87
Elliott Smith,2ApaG60P4r0yhBoDCGD8YG,-1,-1,803694,1862901,9,126167909,1994-07-14,337,10,32,87
HVR,3UEieOBUSdPDzGfRiRuQV2,-1,-1,529,154146,3,3296228,-1,-1,0,0,94
Mx Prime,6g44ACMA3sXB9D87T6B4yZ,-1,-1,424,1862,23,126282,2021-09-10,11,1,26,43
Riovaz,1bhZt10yZVCJfp3HaNxJv8,https://instagram.com/Riovaz,-1,84358,2159346,18,96933644,-1,-1,0,8,92
Young Maylay,58zzaIQ8XVObJml8da0b2e,https://instagram.com/Mayleeno,-1,31726,748706,1,36878696,2005-11-07,201,2,8,92
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,https://instagram.com/nakedbibi,https://en.wikipedia.org/wiki/Bibi_(singer),472732,2511444,29,34725752,-1,-1,0,39,92
daniel.mp3,5OE8eZn0x45cNNc8GCpvmC,https://instagram.com/danielvgll/,-1,3427,64372,4,507486,2022-05-25,3,1,0,95
Bad Religion,2yJwXpWAQOOl5XFzbCxLs9,https://instagram.com/badreligionband,https://en.wikipedia.org/wiki/Bad_Religion,1113284,1540930,11,43879514,1996-02-27,318,19,20,86
Xhitest,1m73QFhfFttviAf1hWNAhJ,-1,-1,1138,23965,20,217594,2022-06-01,2,1,0,94
Ed Maverick,3JSSjGYcIkgsrz7892CelT,https://instagram.com/edmaverickmusic,https://wikipedia.org/wiki/Ed_Maverick,2174601,5299865,13,358448857,2018-03-02,53,5,352,92
P.B. Kelii,3IB8gK4NunsgMjYUeOn3zb,https://instagram.com/therealmrstinson,-1,4,877,0,45235,2022-05-13,3,1,0,5
Kupla,7daSp9zXk1dmqNxwKFkL35,https://instagram.com/kuplasound,-1,72400,1295099,30,31758786,2017-03-19,65,9,46,93
M.J,7bbakrxOYa3yL8DDzjU98P,-1,-1,9330,483238,11,5760603,2020-07-01,25,1,36,94
Lzr,1QmtDR2wBkvzxBB188KDGe,-1,-1,2943,44447,4,3708511,-1,-1,0,4,91
Havana Swim Club,6CzaYsf8RIrCHNDhFGSfgm,-1,-1,1583,33304,5,496449,2021-06-11,14,1,0,93
Qriminal,2sTHvEmfr75UDmlFFsdRot,https://instagram.com/djqriminal,-1,4470,109753,11,2917384,-1,-1,0,14,91
ZTVZ,6WCmoxe1uqfNMFPqHkwzfs,https://instagram.com/_ztvz_,-1,4205,8448,5,65222,2021-11-12,9,1,0,33
HKK,2Z7kfs4KrgZwlK3yinYv28,https://instagram.com/hikkachannel,-1,405,21772,5,681221,-1,-1,0,1,77
DKDA,0nMUgbsNVXEOVBTB5JBoxb,-1,-1,41421,61443,0,3994827,2000-01-18,271,1,0,91
RROBIN,2xPaqV5LOTeUjSsMGaLVmY,https://instagram.com/rrobin_sta/,-1,718,76653,17,829990,2018-11-16,45,2,5,93
QOOKi,5TOUzS7Af3LJBfnTF7E0sq,-1,-1,0,12582,1,110391,-1,-1,0,0,4
nascar aloe,03LEDukdM723NRLz4UXeNv,https://instagram.com/nascarbeenaloe,-1,157338,441879,23,11723424,2019-05-31,39,3,32,93
VDollar,43ERD1VLMtj3OhCPpQbLO1,https://instagram.com/vdollar_,-1,690,1725,7,38134,2020-04-20,28,1,4,53
Gjyste vulaj,2D3htmo6C8ZKq590cqPjuy,-1,-1,11373,23959,5,690513,2016-01-01,79,4,8,92
Alkaline,2LIAgeQ5NZurwixfoG3CWZ,https://instagram.com/manhimselff/,-1,380154,616143,152,21710530,2014-07-08,97,10,180,88
Glee Cast,0SCbttzoZTnLFebDYmAWCm,-1,-1,1484720,5100990,52,98084904,2012-09-18,119,24,14,87
Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,-1,-1,2594788,14289382,45,526358058,2017-02-03,66,2,136,95
Steve Earle,2UBTfUoLI07iRqGeUrwhZh,-1,-1,246081,2406144,22,116919191,2011-04-26,136,37,204,90
Xperience,0I9ypY8cPMh1a3N3Yra40T,-1,-1,3043,6148,12,323455,2006-01-01,199,6,12,30
Dirty Heads,6GkJh85o22LfD2vgL9DP6f,https://instagram.com/dirtyheads,https://en.wikipedia.org/wiki/Dirty_Heads,709330,3460268,37,205152461,2012-06-19,122,8,18,87
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,-1,-1,5064106,12567880,13,954404483,2003-08-19,228,8,8,90
CKay,048LktY5zMnakWq7PTtFrz,https://instagram.com/ckay_yo,-1,912258,15247884,27,537322319,2019-08-30,36,2,29,94
Roddy Ricch,757aE44tKEUQEqRuT6GnEB,https://instagram.com/roddyricch,-1,8271723,23846818,18,1496492434,2018-11-02,45,3,768,91
BPR,0wQfQk85t3WIgWxnh307CB,-1,-1,17,1710,2,35150,-1,-1,0,1,1
Qarie Ziyaad Patel,7xfjAzuPUYevXh5aQeHCky,-1,-1,381,4438,0,12529807,2014-01-04,103,1,0,45
rrotik,5SCkoSOpnE0detaaoPvOJd,https://instagram.com/rrotik,-1,7230,82882,21,2331671,-1,-1,0,37,91
W.M.P,48a67Oa2QDArBjtSdAs4C1,-1,-1,1897,8040,6,81490,2022-04-08,4,1,0,4
xqcL Frogs,5xsCYiQAkBvGx65rLa3r4M,-1,-1,89,912,1,47419,-1,-1,0,0,9
Hott Headzz,47hkgwnnlluE8suPZiPclc,-1,-1,29487,723588,28,46992564,-1,-1,0,0,88
Otaam,0yABOXFZ5fJ1KyoXXgj5B0,-1,-1,1807,504558,50,4959744,2018-03-27,53,2,22,95
Michael Bolton,6YHEMoNPbcheiWS2haGzkn,https://instagram.com/michaelboltonpics,-1,1622766,3372067,9,173302963,1997-11-17,297,21,67,93
Rj La Figura,0wuyuN4QuSuhweM4173t1m,https://instagram.com/rjlafigurard/?hl=es,-1,91,28902,9,667076,-1,-1,0,3,73
Bsterthegawd,1ehj2H0PUZmOS1W6owOakq,https://instagram.com/bsterthegawd,-1,4728,7423,30,156827,2017-11-25,57,4,46,92
Owen Norton,4ZjJmxiWDURUeXl9erCsE5,https://instagram.com/OwenNorton,-1,6825,886022,33,4586520,-1,-1,0,14,91
Tnertle,2yvKGjS8HR5fdMJzwUN90g,https://instagram.com/tnertlemusic,-1,3702,47833,10,2021578,2015-11-10,81,3,1,90
ZOMBIES – Cast,2L7RaHwfVU6ge64IJF8GO5,-1,-1,22492,2106737,2,47693861,2022-07-15,1,1,2,92
Yves V,47BEc2RoW53owMyxacXWdV,https://instagram.com/yves_v,-1,274438,4075616,105,100117343,-1,-1,0,70,92
John Barry,7ctAOUlIAs7yuMODWE2Fyz,-1,-1,84517,750181,3,21185190,2008-07-21,169,46,188,91
Hermanos Figueroa,7BuH7TfZEJD0XJiNfmtRya,-1,-1,63875,206886,8,8179253,2018-06-08,50,3,2,91
squeeda,0rgPemi3mvhFTP6R5nQ2tt,https://instagram.com/squeedabeats,-1,2392,583957,36,4393055,-1,-1,0,29,95
Urban Rescue,4IrPx5Pieem55X7D0OTAiW,https://instagram.com/urbanrescue,https://en.wikipedia.org/wiki/Urban_Rescue,39342,271694,11,9794645,2012-12-18,116,4,8,90
Zyon Langley,1wkvVByRZV1NhwDcjdOJZ2,-1,-1,79,85874,1,597807,2019-08-04,36,2,0,95
0ZLO,0asLL1eDsD4yM1vGUy7BPB,https://instagram.com/0zlo.music,-1,357,24104,7,124185,-1,-1,0,1,21
Pi’erre Bourne,3x3jSlhyv5CiCZDZlaTq0M,https://instagram.com/pierrebourne,https://en.wikipedia.org/wiki/Pi%27erre_Bourne,718147,2409792,25,71246790,2020-01-31,31,12,48,91
Código FN,4A4qYy2jK9DDN1OHV0nLkH,https://instagram.com/codigofn/,-1,514118,3045096,30,106858817,2014-01-01,103,6,27,94
Kyle Beats Collective,1jt0slkwCPorL4PeFoQtWZ,-1,-1,42989,398268,7,1164234,-1,-1,0,0,93
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,-1,https://en.wikipedia.org/wiki/The_Smiths,3378583,8089794,13,327233307,1984-02-20,462,6,195,89
Uchi Kinte,7zIn9Gx5VyrHwRGfGkAgbf,https://instagram.com/uchikinte/,-1,347,8863,24,145713,2020-12-12,20,2,13,1
JCZ,2rKXoChigTUwlcyxKpP41i,https://instagram.com/jczondatrack/,-1,6697,18122,38,273325,2017-05-20,63,4,2,91
Urshan College,7fGze1ldrCelTm0C1P8QaY,https://instagram.com/urshancollege,-1,9263,12386,5,387165,2016-05-06,75,6,0,93
AOI,3GI4ib0hz1mAxLVdrQldsZ,https://instagram.com/aoi_aoi_aoigirl,-1,1920,216472,20,3336239,-1,-1,0,0,93
UFO95,6wIaTr9wvAI528u4czB5Pk,https://instagram.com/uf095,-1,4705,44780,4,651905,2020-09-25,23,2,6,93
Umphrey's McGee,7mQilAy42MqNPqUFqK4Z0o,https://instagram.com/umphreysmcgee,-1,183872,245552,35,8695212,2018-01-12,55,33,5,87
LZRZ,02Y4AdQs7ofsz3OBWbE5Yl,https://instagram.com/lzrzmusic,-1,201,30219,6,4742611,-1,-1,0,8,89
Eurythmics,0NKDgy9j66h3DLnN8qu1bB,https://instagram.com/eurythmicsmusic/,https://en.wikipedia.org/wiki/Eurythmics,1570476,9643718,7,903581541,1983-11-14,465,14,25,93
Worldwide Nature Studios,2SIcjOzNioSRtl2lQVEQyx,-1,-1,351,221239,21,9530710,2022-08-05,0,71,4,18
HTRK,06sdJwlggq0PKOe4LPZWCg,https://instagram.com/psychic9to5club,https://en.wikipedia.org/wiki/HTRK,31329,46776,12,1051107,2007-04-30,184,7,4,89
Mammoth WVH,6WKdhhc03LqnixYI2ZzWzO,https://instagram.com/MammothWVH,-1,59618,328575,7,8071591,2021-06-11,14,1,0,93
TVETH,1ErDfqRJ7wjrkm7Qpsnrmz,https://instagram.com/tvethodman,-1,127715,70462,17,3325007,2015-08-16,84,4,28,92
Key Glock,0RESbWvOMyua0yuyVrztJ5,-1,-1,1290079,7066973,39,124558986,2017-06-16,62,9,91,90
Yg Teck,26hDmlgTbg7wseM7YmoyO6,-1,-1,12774,19027,14,501641,2015-12-18,80,10,26,91
Hendawg,0OFhPYOpt1XPa4OXShscHO,https://instagram.com/elhendawg,-1,4467,4368,32,226109,-1,-1,0,4,27
Dbreathe,1OzTpbVSn3XIh2qhinJd2g,https://instagram.com/dbreathe,-1,9674,83700,30,1071908,2019-10-04,34,4,3,33
Quincy Jones,3rxIQc9kWT6Ueg4BhnOwRK,-1,-1,277780,2045392,7,35227039,2000-06-27,266,55,288,91
Tz da Coronel,3lIU3RoZiHen1QXAQ3KQ9e,https://instagram.com/tzdacoronel,-1,650313,2722233,35,44545015,2022-03-11,5,1,17,93
Squirrel Nut Zippers,0LIll5i3kwo5A3IDpipgkS,-1,-1,87115,206729,7,6259997,1995-01-01,331,9,6,89
Cvllum カルム,2fZqwkt2tVQEIJ9YIi163A,https://instagram.com/Cvllum___,-1,1372,28989,8,1552579,-1,-1,0,0,94
Leo Dan,6qhOH2mrlqUDod9sWA5kR2,-1,-1,2116955,4267876,9,90569059,2008-07-10,169,46,46,93
Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,https://instagram.com/iamtrevordaniel,-1,713939,6536403,28,1320833262,2020-03-26,29,2,31,93
QV,50CBRvn7AKdKTErB76P7dv,-1,-1,41,550,6,483825,-1,-1,0,29,1
Leo Ieiri,1XErHyc10VN8bfGKma1Yyc,https://instagram.com/leoieiri/,-1,500571,522639,23,33099129,2012-10-24,118,8,0,92
Yng Dee,5CHZlDdYKV9hNTsmqUWYDC,-1,-1,118,36865,24,731089,2020-10-12,22,4,13,93
Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,-1,-1,1292195,5692183,1,379194376,1982-08-13,480,6,183,91
BGody,4CjlwinQyT99elEHV73zZf,https://instagram.com/BGody_,-1,8894,154325,15,17857047,-1,-1,0,7,93
Cocomelon,6SXTTUJxIVwMbc1POrviTr,https://instagram.com/cocomelon_official,-1,280235,1904369,28,60277740,2021-09-03,11,29,112,97
歐陽謙,6vG9mrVCgbDZdrVZS1eD1o,-1,-1,228,19980,2,1359549,2001-10-26,250,24,3,95
Chase Rice,6pBNfggcZZDCmb0p92OnGn,https://instagram.com/chaserice,https://en.wikipedia.org/wiki/Chase_Rice,1041884,3506807,10,266309390,2012-03-20,125,7,14,88
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,https://instagram.com/chrisstapleton,https://en.wikipedia.org/wiki/Chris_Stapleton,4713852,11846319,13,565124196,2015-05-04,87,4,77,90
Prince Daddy & the Hyena,3EYgeLZ0vtVHKkUL26Eu49,-1,-1,53981,211915,9,5933822,2016-09-23,71,3,2,90
Pretty Ricky,6XwcepfAsPhrvwziGxhwju,https://instagram.com/prettyricky,https://en.wikipedia.org/wiki/Pretty_Ricky,1423688,1625911,12,113795694,2005-05-17,207,8,154,90
Ukiyo,0Geqa2iYzhQA5oVKUWuu0x,https://instagram.com/ukiyoau,-1,15502,137473,22,5864624,2019-03-18,41,3,10,89
D Billions,0qIpOhRDzOLVVxO7RAR3RZ,-1,-1,15352,301642,229,7315667,2021-12-27,8,8,0,98
Lvnt,0lJBgFBswR7nf4TrKtwZQt,https://instagram.com/lvnt.music,-1,338,87170,25,318430,-1,-1,0,3,94
Bill Evans,4jXfFzeP66Zy67HM2mvIIF,https://instagram.com/billevansestate/,https://en.wikipedia.org/wiki/bill_evans,561947,1231343,15,56995508,2016-04-22,76,79,264,92
Nba Rich,03cuCr4JAg5QwO7uuXRKD0,https://instagram.com/nbarich11,-1,176,224,7,404149,-1,-1,0,0,4
Okan Yücel,0NcL4oo4fcc0AxPBHRPlBm,https://instagram.com/okaanyucel?igshid=YmMyMTA2M2Y=,-1,28581,11736,5,769408,-1,-1,0,0,5
Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,https://instagram.com/icecube,https://en.wikipedia.org/wiki/Ice_Cube,5935641,11925983,15,635202945,1993-12-07,344,17,243,91
Edgardo Nuñez,0mA4dkNGiN4fqTBi2SLlAv,https://instagram.com/edgardonunezoficial/,-1,51522,2497431,35,44184029,2018-04-09,52,6,12,95
Nneka,0VX4MyYhvKRtU1AZUVGLUZ,https://instagram.com/nnekaworld,https://en.wikipedia.org/wiki/Nneka_(singer),176220,287708,8,21938006,2005-09-12,203,7,52,87
WSG WANNABE (OASISO),1gZT7pR0ngdFayZ1iI2fFL,-1,-1,137,82394,0,443508,-1,-1,0,1,7
Gerry Rafferty,7tjbDPvrdvDshcpEMXKRVb,https://instagram.com/officialgerryrafferty,-1,268962,3690355,5,160157558,1971-01-01,619,8,188,91
TKDz2b,1IqsrON5gvwNaUUg1noTPg,-1,-1,844,29528,0,3731106,-1,-1,0,1,93
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,https://instagram.com/rauwalejandro,-1,13143635,44173975,131,932828118,2019-05-31,39,5,1040,95
.Eehou,5n9SautEmQzoC7G47NBta0,https://instagram.com/eehou.beats,-1,2003,213478,21,2800802,2018-09-03,47,2,13,0
Parker McCollum,0Z8XVUAOBPM4x12wKnFHEQ,https://instagram.com/parkermccollum,https://en.wikipedia.org/wiki/Parker_McCollum,229741,3095061,9,124679398,2015-02-24,90,4,90,90
Otto Knows,5fahUm8t5c0GIdeTq0ZaG8,https://instagram.com/ottoknows/,-1,386259,3201656,19,157094780,-1,-1,0,75,91
QC Elegancia,2Jktmaarua4H5QBlAvQKbV,-1,-1,448,290,1,23784,-1,-1,0,3,2
Cwest,55uJ46lAjaA8Lp1PcRO8RI,https://instagram.com/cwestrap,-1,4853,2031,2,89874,2020-08-08,24,1,1,0
YCK,4wUCS4tyu5WXgy1DaoL6de,https://instagram.com/yck559,-1,3272,70540,8,1475072,2019-05-01,39,18,6,94
NKM01,0YpW2iCTT8nf86rwt0mSBV,-1,-1,3443,13767,22,1240903,-1,-1,0,2,93
WFG,3ZqezQpMMn87bSBFQVkK5i,-1,-1,318,15384,2,1065709,-1,-1,0,0,93
Dirty Palm,4cZvsAtZm91PBC0tXlDrP0,https://instagram.com/dirtypalm,-1,50866,512475,58,37552276,-1,-1,0,43,91
Lk Kuddy,7Axhe9JQi7mAxWt8TCnNZR,-1,-1,300,2142,8,453422,-1,-1,0,13,27
Dylan Wolfe,6NM2BhEMkVbLgCB6RlM6SX,-1,-1,6365,60763,15,273628,-1,-1,0,1,93
J.J. Grey,2uAduWnHf7kmOLazXpsGl1,-1,-1,4444,1700,1,72753,-1,-1,0,7,12
LPS,3R4uNy42CP2VFBRVS8oQYg,https://instagram.com/lps_band,-1,6199,80876,2,3244280,-1,-1,0,2,95
TJ Boyce,1vl7m6FDEl2YUKnyUuCzrT,-1,-1,1731,25537,11,1063101,-1,-1,0,4,51
Zhalarina,4YGH9xeBuphWZaiiWmG8sC,-1,-1,2365,1859,14,34304,2021-11-16,9,1,2,23
JLS,5xi3SZpllRPAkoPVbjB6nc,-1,-1,476240,976061,3,42842405,2009-11-09,153,6,5,90
Ajebutter22,36gl2NBJNRaQakdS4fTKGW,https://instagram.com/ajebutter22/,-1,77116,471475,27,10556299,2014-02-19,102,3,31,90
VC,2c27NhBFUDffqaFwqhwpcG,-1,-1,517,17377,15,668697,2015-02-01,90,3,41,94
Tito Torbellino Jr,0dXXFVCw0LKzmHFrTLUaQJ,-1,-1,608105,2216605,17,69655301,2017-03-21,65,8,2,95
David Solomon,3fzRb5i8Wn7ao2KPDxEiTR,https://instagram.com/davidsolomonmusic,-1,20619,747100,29,11175616,-1,-1,0,1,92
Cha Se-Eun,1xwzuOCjXewMhixY3UqCR8,-1,-1,892,197267,2,3627869,2021-07-19,13,1,0,93
BFUNKN,0djT3bywwd59qCr9JWmsnh,https://instagram.com/reedbfunk,-1,8758,2974,13,226678,-1,-1,0,0,3
Young Stoner Life,1xr2G8Hlx4QWmT9HaUbmoO,https://instagram.com/youngstonerliferecords,https://en.wikipedia.org/wiki/YSL_Records,88987,4871710,32,196829826,2018-08-17,48,10,5,88
Eyal Golan,54jZWpivOTllo1afYNSx5U,-1,-1,654975,350612,59,9675484,2017-03-29,65,45,22,92
Yatta Bandz,3n8GvDXY1OgG57akv31SHK,-1,-1,50139,1197488,14,8435346,2022-05-06,3,1,1,94
My Darkest Days,64g59lHsc4g2jMFokrKDGW,https://instagram.com/MyDarkestDays,https://en.wikipedia.org/wiki/My_Darkest_Days,527640,1836414,0,124156083,2010-01-01,151,4,3,87
C-Mob,4MHbbhIPVJM9rq9exwwpZJ,https://instagram.com/CMob765,-1,31548,138681,3,8264861,2007-01-01,187,11,57,88
i.F.,29REF4t88L99Ns2WkGtokH,-1,-1,4559,127039,8,4037215,2018-12-07,44,3,1,91
Addison Kirk,5TkYGBRFMiKlSMpdpM2JKu,-1,-1,1179,17644,1,1277516,2008-01-01,175,2,1,95
Wind Rose,67ps5pbKVO7V9Fcb4lTIXz,https://instagram.com/windroseofficial,https://en.wikipedia.org/wiki/Wind_Rose_(band),102637,399773,6,23863907,2017-05-26,63,3,1,91
Vjestice,03MU4OFZwHAsBtiKAx0gat,-1,-1,2990,25737,2,461784,2011-06-02,134,2,20,92
Entertainment System,3xJWpFugn9Vw3WncJdppid,-1,-1,17034,35855,19,2063274,2022-04-05,4,56,0,88
Ramin Djawadi,1hCkSJcXREhrodeIHQdav8,-1,-1,527808,2204920,23,113249297,2019-09-06,35,45,53,89
Prince D TNB,0iZZXvbGF9pMebtVwcfuVe,https://instagram.com/Princedtnb,-1,5982,67232,2,25380,2019-03-31,41,1,2,2
PlayaPhonk,1SwmXTElW9TlkK2Rydgb4D,https://instagram.com/officialplayaphonk/,-1,203785,3662731,20,147947840,-1,-1,0,4,94
Obongjayar,6l7R1jntPahGxwJt7Tky8h,https://instagram.com/obongjayar,https://en.wikipedia.org/wiki/Obongjayar,40554,603961,18,11642624,2020-02-07,30,2,15,93
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,https://instagram.com/metroboomin/,https://en.wikipedia.org/wiki/Metro_Boomin,3039046,16637112,4,1041992215,2014-06-27,98,8,36,90
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,-1,-1,269322,2086261,27,79829777,2008-07-08,169,12,149,86
Elvis Crespo,1c22GXH30ijlOfXhfLz9Df,https://instagram.com/elviscrespolive,-1,832963,4005148,57,225476954,2012-12-30,116,18,71,93
Hjalmer,0thQkzSyTo4l3zbpibZznQ,https://instagram.com/hjalmermusic,-1,24728,177408,4,7913009,2019-11-08,33,2,15,89
Deanie Ip,4fgSPILePGaLs90nNtal3X,-1,-1,7879,83638,1,3281709,1984-10-31,454,14,45,91
GGO Kurt,0vz5Vjiz8a9dq9PEBACdRG,https://instagram.com/ggokurt,-1,2374,26287,26,114280,2019-12-25,32,5,35,89
Hraach,6rdTxNwQhUJTodUx7voWXO,https://instagram.com/hraach_/,-1,49922,358025,34,11659746,-1,-1,0,92,94
Fyfe,1xkxEEm60IyknT2Eh469mX,https://instagram.com/thisisfyfe,-1,43639,161673,20,8417027,2015-03-09,89,6,3,87
"JQ ""The #1 Contender""",6az7f48XwgBWperEMazpsx,-1,-1,2,31,0,47794,-1,-1,0,1,1
Downstait,4g6EnIPhmYBTZ7vsmxDkxH,https://instagram.com/downstaitband,-1,20895,224297,17,12851690,2013-04-23,112,1,2,88
BCtheTHRILLER,3bDfg8GCW7wJLecyXUErLM,https://instagram.com/CorporateRecordLabel,-1,4659,11328,55,30146,2016-12-19,68,5,3,0
Alesso,4AVFqumd2ogHFlRbKIjp1t,https://instagram.com/alesso,-1,3845508,20960791,67,942638509,2015-05-26,87,1,646,94
dave rodgers,1uXrhF4cZsmDQZDueF9uJT,https://instagram.com/daverodgers_dejavu,https://en.wikipedia.org/wiki/Dave_Rodgers,23864,368964,72,18402904,2013-05-29,111,13,80,91
Los Caminantes,6ziEnj8UydSg8dr68C3aut,-1,-1,1433681,1653931,33,50504326,2013-01-01,115,55,50,91
YNG Martyr,357dDcxIE2hkKGn03PClIF,https://instagram.com/yngmartyr,-1,50328,1061952,25,66143226,-1,-1,0,6,93
LVNDVN,4qi0bcIaLhW1Tf8WSf7y5y,https://instagram.com/MOONLVNDVN/,-1,13577,48213,9,3269252,2021-12-24,8,1,2,89
Elephant Gym,2rqNUPgkBgbhcRabUQ5C9g,https://instagram.com/elephant_gym_official/,-1,101236,177478,10,3192283,2014-12-30,92,3,6,90
Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,-1,-1,709829,854703,26,47724564,2003-01-01,235,4,286,92
Ehnsn,4qrlTFgnRXcwc7YuQnr8mF,https://instagram.com/ehnsnchill,-1,6157,44183,38,1148005,2018-08-20,48,1,0,92
CCV Worship,2bYzPJQnKLPu3MfLNeqdXM,https://instagram.com/ccv.worship,-1,1022,1858,8,122180,-1,-1,0,1,41
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,https://instagram.com/yogottikom/,-1,3909437,6466215,52,328601128,2016-02-19,78,34,495,89
5ht the Band,7KXRxPLYPsQglbc9LtrJOp,https://instagram.com/5httheband/,-1,3424,443,9,419361,2020-10-08,22,3,0,3
Tchotchke,6DZl3jeTkvDHNspf3X9hKG,https://instagram.com/tchotchkemusic,-1,1860,42751,3,160273,2022-07-15,1,1,0,94
Isla Vista Worship,6SPi7yJRY3SAhwhUlFFsNB,https://instagram.com/islavistaworship,-1,107811,287953,16,10538346,2011-11-15,129,6,0,92
AK,7DICBAYiaIMh5MulqwCtET,https://instagram.com/iamtherealak,-1,123716,574302,41,20954097,2021-10-01,10,1,1,91
YFL Kelvin,6EyCwIp7Sb3oTXXaCxoYbz,https://instagram.com/YFLKelvin,-1,4706,41083,16,3880693,2018-07-04,49,3,33,90
Fyb J Mane,1uNQmMs4tRuamWJLasdeJX,-1,-1,8266,20775,44,1380540,2019-11-12,33,5,9,91
2KBABY,4mkjpWbFO45SyaHiM9GOVE,https://instagram.com/2kbaby,-1,333414,1349237,16,106527661,2020-04-10,28,2,84,91
Backstreet TK,3v0hKh11yPz2Fvv47zlPtl,-1,-1,6234,7745,10,186030,-1,-1,0,2,93
Cuarto de Milla,5yambtXlsDmaV304q7CRIe,https://instagram.com/cuartodemillaoficial/?hl=es-la,-1,207384,797272,5,27686177,2017-12-08,56,4,8,92
aekasora,14zYh9bbvvVtfJHQpzSGDa,-1,-1,10879,134046,3,12388896,2018-05-27,51,1,0,94
Nova,3J2OSq7G34UlfnNB6YuZCF,https://instagram.com/soundsbynova,-1,35617,2442504,26,99874309,2020-04-07,28,4,39,93
王以太,3FpGegUfBRYiws8Ww49Y1j,-1,-1,37777,274326,18,3863371,2018-03-18,53,3,29,92
Dennis Lloyd,3EOEK57CV77D4ovYVcmiyt,https://instagram.com/dennislloyd/,-1,613805,7321220,30,786921891,2021-07-02,13,1,1,91
